"x","y","target"
-0.669944722671062,-0.67021770728752,1
-0.647095927037299,-0.730972934514284,1
0.423487735446543,-0.841120613738894,1
-0.764558775816113,-0.703360713552684,1
0.324010152835399,0.642324636224657,0
0.554890442639589,0.275817446410656,0
0.885914118494838,0.35161624988541,1
-0.722743506543338,-0.669169755186886,1
0.495270126964897,0.38950669625774,0
-0.375020687002689,0.108566701412201,0
-0.996134330518544,-0.748541557230055,1
0.523947723209858,-0.00662956014275551,0
0.29412038763985,0.911351537331939,1
0.176838380750269,-0.624176367651671,0
0.181146317627281,0.118620541412383,0
-0.789899722672999,0.470007292926311,1
-0.311025212518871,0.787142576184124,1
-0.483668146654963,-0.596033965237439,0
-0.335210651624948,0.462743157986552,0
-0.584909773431718,0.269751597661525,0
0.145706726703793,0.316115107387304,0
0.850459870416671,-0.828096165321767,1
-0.349295696243644,-0.92944446625188,1
0.908756273798645,-0.454439367167652,1
0.921235994435847,0.474610935896635,1
0.674833138473332,0.383603238966316,0
-0.578148498665541,-0.236735703423619,0
-0.542683714535087,-0.0286557860672474,0
0.790188205894083,0.597629099152982,1
-0.201297786086798,0.691205219365656,0
-0.0453725806437433,-0.58273204928264,0
-0.475051779765636,-0.990467109251767,1
-0.849448508583009,0.176132786087692,1
-0.114979783538729,-0.644187837373465,0
0.347424465697259,0.717374905943871,0
-0.882131245452911,-0.514086782000959,1
-0.173751580994576,0.17585586477071,0
0.109801246318966,0.659754254855216,0
0.562035080511123,-0.703688259236515,1
-0.321854124311358,-0.683208086527884,0
-0.74125530384481,-0.298748859670013,1
-0.0472975098527968,0.655435539316386,0
0.0546215539798141,0.424930063541979,0
0.708003004547209,-0.896809353958815,1
-0.594615489710122,-0.169363996945322,0
-0.621612755116075,0.0116860480047762,0
0.404925025068223,-0.644100633915514,0
0.0152836446650326,0.336101207882166,0
0.906710902228951,-0.706876314245164,1
-0.713666826952249,-0.921630564611405,1
0.869410462211818,0.658402127679437,1
-0.387113482225686,-0.302518382202834,0
-0.364072631113231,0.940903460141271,1
0.44738150248304,-0.876059264875948,1
-0.00426389602944255,0.393217496108264,0
-0.306633021682501,-0.495980405248702,0
0.624263047706336,0.557089280337095,1
0.210606893058866,-0.40367694105953,0
-0.142499258276075,-0.0548837692476809,0
0.336933476384729,-0.913563481997699,1
0.722418953664601,0.14434051932767,0
-0.259285868145525,-0.880199518054724,1
-0.535677703097463,-0.0145683297887444,0
0.678880700375885,-0.163322016596794,0
-0.737115358933806,0.0963408285751939,0
0.887394108809531,-0.548476330470294,1
0.203082435298711,-0.396613459102809,0
0.750642660073936,0.915273041464388,1
0.987498452421278,0.0449225446209311,1
0.565702673979104,-0.0529938032850623,0
0.557829354889691,0.660491407848895,1
-0.4689826737158,0.108354122377932,0
-0.889671427197754,-0.468926560133696,1
0.681229108013213,0.0444965520873666,0
0.95710812555626,0.798554999288172,1
0.637269376777112,-0.123685205820948,0
-0.863106725737453,-0.322752450127155,1
-0.646886494942009,-0.0657697687856853,0
-0.430419038049877,-0.256408525630832,0
-0.107529353350401,-0.883371214848012,1
0.0757298455573618,-0.456236332189292,0
-0.342445361893624,-0.276211630087346,0
-0.871084922458977,0.130537954624742,1
-0.231792563572526,0.455534009262919,0
-0.557388144545257,-0.90872158203274,1
0.164410540368408,0.912571471184492,1
0.922819872852415,0.448981150984764,1
-0.953337595332414,0.991930957417935,1
-0.539067171514034,-0.552464554086328,0
-0.324769333004951,0.342816655524075,0
-0.433534999378026,-0.151692947838455,0
-0.73716693231836,-0.884135864209384,1
0.621740485541523,-0.240254817064852,0
-0.00881284428760409,-0.574709308333695,0
-0.357015759218484,0.240855851210654,0
0.682703433558345,-0.286105679813772,0
0.796779369935393,0.939056332223117,1
-0.35566388675943,0.811154521070421,1
-0.444067941047251,0.733617165125906,1
-0.285188509617001,0.578462978824973,0
-0.485659957397729,-0.943214134313166,1
-0.293605456128716,0.857554451562464,1
0.559969779569656,0.246871418785304,0
0.4646274773404,0.123976185452193,0
-0.123805785551667,-0.977927858009934,1
-0.0586430048570037,0.102527933660895,0
0.121801496017724,-0.804382924921811,1
-0.872383038979024,0.827569284010679,1
0.397649074438959,0.446808624546975,0
0.229289943352342,0.351707520894706,0
-0.713391241151839,0.417480102274567,1
0.240820066072047,0.75183797813952,0
0.816415579989552,0.326685450505465,1
0.865143856499344,-0.422159724403173,1
0.982198439072818,0.354212203063071,1
0.00450163055211306,-0.0445435177534819,0
-0.107431302778423,0.25330969505012,0
0.760638137813658,0.461865767836571,1
0.431132132187486,-0.694423717446625,1
0.362885029520839,0.250490670558065,0
0.56586552457884,0.306698886211962,0
-0.0148077583871782,0.941994291730225,1
-0.891619141213596,0.184626700822264,1
-0.465575833804905,-0.232523590326309,0
-0.414102554321289,0.241587879601866,0
0.41171801276505,-0.964084506966174,1
0.266986528877169,0.951314699370414,1
-0.153802780900151,-0.168279504869133,0
-0.296853181440383,-0.980856416281313,1
-0.0313009512610734,0.0789240556769073,0
0.249428379349411,0.43418167764321,0
0.641892588231713,-0.204312745016068,0
-0.790024719201028,0.370215010363609,1
0.729089898057282,0.884149819146842,1
-0.574600961524993,0.734477574471384,1
0.30174093414098,0.814582832157612,1
-0.0894510927610099,-0.040328411385417,0
-0.0945598743855953,-0.914685762021691,1
-0.140573266427964,-0.335590107832104,0
0.390024492517114,0.407883665058762,0
0.0372685263864696,-0.900692832190543,1
0.985368122346699,0.499643329996616,1
-0.690336777362972,-0.415337210055441,1
-0.0808491758070886,0.55366799607873,0
0.974203527905047,-0.624621307477355,1
0.516206104774028,-0.227800733875483,0
-0.137052618898451,0.0775885987095535,0
-0.179831835906953,-0.00987178878858685,0
