"x","y","target"
0.321595584973693,0.699104207567871,0
0.983812189660966,0.0839585596695542,1
-0.575714957434684,0.417950396891683,0
-0.748889808077365,-0.743344250135124,1
-0.0129173859022558,-0.327109284233302,0
0.654746637213975,-0.765604899730533,1
0.447421892080456,-0.652694893069565,0
-0.177451140712947,0.243546559009701,0
0.106072623282671,-0.34251256659627,0
0.385463112965226,0.465436035301536,0
-0.0447607557289302,0.741611105855554,0
-0.510405445937067,0.812630522530526,1
0.825751848518848,0.309465751517564,1
-0.412793254479766,-0.734344373922795,1
-0.0818685474805534,-0.316380197647959,0
-0.483966438565403,0.392393998801708,0
-0.0429095034487545,-0.516841555479914,0
-0.831506171263754,-0.438499572686851,1
-0.332450138404965,-0.811219464521855,1
0.784396671690047,0.0506110074929893,0
-0.220020913053304,-0.183444480411708,0
0.554641397669911,0.68517980678007,1
0.425029357429594,0.89787635486573,1
-0.756616157945246,0.0560977584682405,0
0.752538425382227,0.303881886880845,1
0.309447856154293,0.628503500949591,0
-0.0437639313749969,-0.212101886048913,0
0.463585023768246,-0.307675800286233,0
-0.286546175833791,0.0661212117411196,0
-0.703576878644526,0.429435899481177,1
0.280202090274543,-0.885254643391818,1
0.983677240088582,0.703335279598832,1
0.509641889017075,-0.350269719026983,0
-0.928918840829283,-0.371596340090036,1
0.285590984392911,0.657068719621748,0
0.857230399269611,-0.0963169736787677,1
0.196184844709933,-0.368243175558746,0
0.0520554478280246,-0.870198926888406,1
0.365576157346368,0.80909329559654,1
-0.522262644488364,0.865617409348488,1
-0.649746463168412,-0.938486857805401,1
0.493396539241076,0.724068082403392,1
0.114319077692926,0.686240296810865,0
0.000881945248693228,0.135374795179814,0
-0.638267277739942,-0.809695732779801,1
0.0592612056061625,-0.612431856803596,0
-0.329025016631931,-0.601115634199232,0
0.260828244965523,0.536289101466537,0
0.712263329420239,0.656150036025792,1
-0.239012228790671,0.0035096500068903,0
0.288631525821984,-0.275403433479369,0
-0.617479780223221,0.556362604256719,1
0.772901886608452,-0.712425438687205,1
0.854604177176952,0.1967908362858,1
0.0335936727933586,0.501764375716448,0
-0.462098815944046,0.353137544821948,0
-0.48726479196921,0.885409524664283,1
-0.799718306865543,-0.059742764569819,1
0.895932709332556,0.56619534175843,1
-0.383415338583291,-0.137088040355593,0
0.907465300057083,-0.154809684026986,1
0.0219193967059255,0.702152438927442,0
-0.907078226096928,0.156568535137922,1
-0.305538644548506,0.459606575779617,0
0.262840456794947,-0.898457670584321,1
-0.21984213264659,0.429932424798608,0
0.378826824948192,-0.433045580517501,0
0.820740608498454,0.218921727035195,1
-0.714791835751384,-0.457255803048611,1
0.207176135387272,-0.742870646994561,0
-0.0300206388346851,-0.115980428643525,0
-0.00297093857079744,-0.549733194056898,0
0.869382740464061,-0.103145069908351,1
-0.365710656624287,-0.683560451027006,0
0.575081015471369,-0.587708788458258,1
-0.660846466664225,0.4168487675488,0
-0.236567296553403,-0.966775578446686,1
-0.661378170829266,0.992222202476114,1
-0.615580929908901,-0.14304923824966,0
-0.944425755180418,0.814498386345804,1
-0.253873256035149,-0.055024157743901,0
-0.904081736691296,0.72502137394622,1
0.963126920629293,0.888820467051119,1
0.0138789941556752,0.0359011413529515,0
-0.801661793608218,-0.525470292661339,1
0.858507839497179,-0.303470531012863,1
-0.810284289065748,-0.931122477632016,1
-0.0768963187001646,0.490220272447914,0
-0.647298572584987,-0.304105063900352,0
-0.199100506491959,-0.936573592014611,1
-0.717711348552257,-0.29282840481028,0
-0.613380275201052,-0.225752824451774,0
0.439827976748347,0.919937212020159,1
-0.83377220435068,0.850646951701492,1
0.710164712741971,0.739314530044794,1
0.624610184691846,-0.559951193165034,1
0.564364231657237,-0.266053580678999,0
-0.412788901943713,0.820121853612363,1
-0.845696661621332,-0.198313143569976,1
-0.272606380283833,0.153609317727387,0
-0.114815065637231,-0.847281107679009,1
0.97899966686964,0.848732727579772,1
0.352328101638705,-0.0518798064440489,0
-0.656399835366756,0.288662030361593,0
0.450810545124114,-0.296666557434946,0
-0.872395066544414,0.4862130144611,1
-0.434232088271528,-0.927607995923609,1
0.695764299016446,-0.478592269122601,1
-0.0561385382898152,-0.530168416909873,0
0.174070282839239,-0.874427740927786,1
-0.159568213392049,-0.977319614030421,1
0.72961510065943,-0.0908024562522769,0
-0.645610928535461,0.481953376438469,1
-0.0133625427260995,0.981320023536682,1
0.12852768599987,0.889582810923457,1
0.663343430031091,0.35553524736315,0
0.926624032668769,-0.338663825299591,1
-0.705354200676084,-0.997370686847717,1
0.0140712051652372,-0.973780566360801,1
-0.690297965891659,-0.32850875146687,0
-0.303395895753056,-0.761471366975456,1
0.319642051588744,0.187190890777856,0
-0.376455251127481,-0.925374648533762,1
0.585818047635257,-0.86684790533036,1
-0.13056471850723,-0.349477969575673,0
0.0294653056189418,0.941763133276254,1
-0.855078733060509,0.85222634812817,1
-0.242481118999422,-0.519753484521061,0
0.603375411126763,0.503091746009886,0
-0.895701973233372,-0.0745394504629076,1
0.841035681311041,-0.375927160959691,1
0.00170097453519702,-0.894526231568307,1
0.88501064479351,0.513808160088956,1
0.928634075913578,-0.81270029488951,1
-0.65951283974573,0.748565987683833,1
0.15632383339107,0.767504528164864,0
0.207584802992642,-0.0222660354338586,0
-0.0492041590623558,-0.115676618181169,0
-0.673829043284059,0.785820825025439,1
0.425080244895071,-0.132396476343274,0
0.727261133026332,-0.951497023925185,1
0.383855344261974,0.602283774409443,0
0.520626563578844,-0.724539432208985,1
0.698914186097682,0.977667185943574,1
0.893635638058186,-0.202708608936518,1
-0.620440164580941,0.0884680454619229,0
-0.731777324341238,0.0555636719800532,0
-0.954517551697791,-0.732530983630568,1
-0.131938302889466,0.271899697370827,0
0.692491505295038,-0.617481087800115,1
